""
epoch,train_acc,valid_acc,train_loss,valid_loss
68,0.838225,0.6641,145.2549459040165,0.009683077597618103
69,0.844875,0.658,138.60513117909431,0.01005472296476364
70,0.849475,0.6571,134.5886500775814,0.009976008290052414
71,0.8556,0.6494,129.3122036755085,0.010553388381004334
72,0.85825,0.6495,126.56785905361176,0.01079817014336586
73,0.863475,0.6545,123.09138296544552,0.010625163775682449
74,0.8641,0.6466,119.1352859288454,0.010835097801685333
75,0.8607,0.6504,121.73612703382969,0.01101197480559349
76,0.867525,0.6504,116.77186800539494,0.011050860965251923
77,0.872325,0.6497,112.5352941006422,0.011437432646751403
78,0.8728,0.6423,112.70453427731991,0.011633171272277832
79,0.874075,0.6402,113.12164743244648,0.011763074624538421
80,0.877475,0.6424,108.40635797381401,0.011800242298841477
81,0.877,0.646,110.3010810315609,0.011874796599149704
82,0.878675,0.6374,106.78008341789246,0.011998579245805741
83,0.879275,0.6393,106.61695313453674,0.012164853501319885
84,0.8791,0.6464,105.89420494437218,0.01232724711894989
85,0.884225,0.6374,103.7075044810772,0.01227196413874626
86,0.885375,0.643,102.55114455521107,0.012573351550102235
87,0.89015,0.6376,98.71282549202442,0.012545591819286347
88,0.889375,0.6324,97.07380943000317,0.013237142753601074
89,0.8917,0.6366,96.49352452158928,0.012836297249794007
90,0.8899,0.636,97.21423588693142,0.01310158907175064
91,0.890775,0.6367,96.50994938611984,0.013041314351558685
92,0.890675,0.6406,96.63463328778744,0.012999807393550873
93,0.893875,0.633,93.06004746258259,0.013427007842063904
94,0.8971,0.625,91.99362263083458,0.013557852423191071
95,0.8902,0.6323,96.14891543984413,0.013388663280010224
96,0.892675,0.6279,95.5325377881527,0.013197330260276795
97,0.898625,0.6328,90.7348960340023,0.01359236559867859
98,0.898875,0.6322,88.86667519062757,0.01380905101299286
99,0.8985,0.6314,90.01158844679594,0.013336641609668732
100,0.903275,0.6337,86.13780997693539,0.013662375414371491
