""
epoch,train_acc,valid_acc,train_loss,valid_loss
50,0.5829499959945679,0.5004,389.2470726966858,0.011350958049297333
51,0.580299973487854,0.5478,394.8149810433388,0.010535500538349151
52,0.5914000272750854,0.5551,388.72462075948715,0.010168224102258682
53,0.5758500099182129,0.5542,398.49200999736786,0.010687780785560609
54,0.5771499872207642,0.5524,396.86757892370224,0.010559351670742035
55,0.5830749869346619,0.5566,394.02934753894806,0.010683880519866943
56,0.5904499888420105,0.5668,384.589108645916,0.010623640584945679
57,0.585099995136261,0.5539,386.14554864168167,0.010269895017147064
58,0.5813000202178955,0.5779,396.5228605866432,0.009907093340158463
59,0.5856000185012817,0.5463,387.8630594611168,0.010741132473945618
60,0.5881749987602234,0.5641,388.88657146692276,0.01042433135509491
61,0.6857249736785889,0.6477,291.1394791007042,0.00847962083220482
62,0.7164250016212463,0.6567,265.199021756649,0.008418865370750428
63,0.7353249788284302,0.6489,245.4757804274559,0.008652335971593856
64,0.7358750104904175,0.6569,246.19705894589424,0.008307060915231704
65,0.7542250156402588,0.6593,227.76500922441483,0.00836143103837967
66,0.7594500184059143,0.6486,229.1308616399765,0.008522494733333587
67,0.7590000033378601,0.6577,230.63646915555,0.008331193232536315
68,0.7659500241279602,0.6472,223.7456362247467,0.008472989839315414
69,0.7800999879837036,0.6513,210.67204344272614,0.00852872210741043
70,0.7829499840736389,0.6461,208.81562009453773,0.008747530782222748
71,0.7869499921798706,0.6426,203.5957419872284,0.008814988374710083
72,0.7867000102996826,0.6445,210.4631994664669,0.00900795327425003
73,0.8028500080108643,0.6545,183.15206515789032,0.009240384000539779
74,0.7942000031471252,0.6508,201.0528880059719,0.008640545177459717
75,0.8095999956130981,0.6386,183.99835550785065,0.00953922473192215
76,0.7994750142097473,0.6409,195.18382152915,0.009362947380542755
77,0.7962999939918518,0.6421,206.44131749868393,0.009142703771591187
78,0.8113999962806702,0.6374,181.65507850050926,0.009806172651052474
79,0.8127250075340271,0.6487,189.74173402786255,0.009439219677448273
80,0.8065750002861023,0.6398,192.33710360527039,0.00909853847026825
81,0.8055499792098999,0.6347,194.0970552265644,0.009282859826087952
82,0.8271750211715698,0.6356,169.36305898427963,0.009819326466321944
83,0.8219000101089478,0.6377,176.07144793868065,0.009555715423822404
84,0.831125020980835,0.6363,163.1415732651949,0.009663152819871903
85,0.8255500197410583,0.6381,171.43819656968117,0.009750338470935822
86,0.8083999752998352,0.6436,194.09924356639385,0.009689701217412949
87,0.8268250226974487,0.6371,174.76675349473953,0.00990428317785263
88,0.8271999955177307,0.6384,176.96001420915127,0.009833445602655411
89,0.8165249824523926,0.6315,185.49243757128716,0.009778390026092529
90,0.8356000185012817,0.6326,165.09382908046246,0.010215527659654618
91,0.8349000215530396,0.6284,166.74135354161263,0.010052175515890122
92,0.8350750207901001,0.6353,164.8737831711769,0.0100898655295372
93,0.8323249816894531,0.6375,173.95473386347294,0.010121736723184586
94,0.8243250250816345,0.6351,177.83248408138752,0.009640940696001053
95,0.8303499817848206,0.6302,172.14232176542282,0.00986396113038063
96,0.8289499878883362,0.6344,177.49611811339855,0.009511331510543824
97,0.8474249839782715,0.6252,155.1123979985714,0.009940453839302064
98,0.8424500226974487,0.6235,159.36093455553055,0.010012322318553925
99,0.836525022983551,0.6327,171.49414265155792,0.010424185085296632
100,0.8430749773979187,0.6293,161.46953819692135,0.010430125534534455
